,B00300S,B00305A,B00202A,B00702A,B00703A,B00802A,B00714A,B00910A
2022-01-03 16:10:00,"9,1","8,1",248,9,"8,2",67,,
2022-01-03 16:20:00,"8,8","8,01",245,"8,5","8,3",67,,
2022-01-03 16:30:00,"8,5","7,74",245,"7,9","5,6",68,,
2022-01-03 16:40:00,"8,6","7,37",244,"7,8","2,5",68,,
2022-01-03 16:50:00,"8,7","7,45",245,"7,6","6,7",67,,
2022-01-03 17:00:00,"8,6","7,58",247,"7,9","5,5",68,,
2022-01-03 17:10:00,"8,3","7,6",238,"6,9","5,5",70,,
2022-01-03 17:20:00,"7,9","7,5",229,"5,6","5,7",72,,
2022-01-03 17:30:00,8,"7,26",232,6,"7,1",71,,
2022-01-03 17:40:00,"8,1","7,35",235,"6,2","5,5",71,,
2022-01-03 17:50:00,8,"7,28",225,"6,3","5,6",72,,
2022-01-03 18:00:00,8,"7,34",224,"5,8","6,2",72,,
2022-01-03 18:10:00,8,"7,49",227,"6,2","5,6",72,,
2022-01-03 18:20:00,8,"7,42",231,"6,3","6,2",71,,
2022-01-03 18:30:00,"7,9","7,4",230,6,"6,8",72,,
2022-01-03 18:40:00,"7,7","7,21",226,"6,3","5,5",72,,
2022-01-03 18:50:00,"7,5","6,64",222,"5,9",7,73,,
2022-01-03 19:00:00,"7,4","6,34",221,"6,3","6,1",73,,
2022-01-03 19:10:00,"7,1","6,31",221,"5,8","8,1",74,,
2022-01-03 19:20:00,"6,9","6,48",223,"5,1","7,2",75,,
2022-01-03 19:30:00,7,"6,93",230,"4,9","6,7",75,,
2022-01-03 19:40:00,"7,3","7,04",231,5,"5,7",73,,
2022-01-03 19:50:00,"7,5","7,13",226,"5,2","4,8",71,,
2022-01-03 20:00:00,"7,6","7,08",217,"4,6",5,71,,
2022-01-03 20:10:00,"7,5","7,05",206,"4,1","5,4",71,,
2022-01-03 20:20:00,"7,4","7,16",215,"3,7","6,4",72,,
2022-01-03 20:30:00,"7,4","7,23",215,"3,6",5,71,,
2022-01-03 20:40:00,"7,4","7,09",220,"3,8","4,3",71,,
2022-01-03 20:50:00,"7,5","7,09",222,"3,6","3,9",71,,
2022-01-03 21:00:00,"7,4","6,95",221,"3,5","3,2",72,,
2022-01-03 21:10:00,"7,2","6,73",225,"3,3","3,1",73,,
2022-01-03 21:20:00,"7,4","6,71",213,"3,3","3,2",72,,
2022-01-03 21:30:00,"7,5","6,6",208,"3,3","3,5",71,,
2022-01-03 21:40:00,"7,5","6,77",209,"2,5","4,1",71,,
2022-01-03 21:50:00,"7,3","6,85",191,"1,7","3,2",72,,
2022-01-03 22:00:00,"7,2","6,67",181,"1,5","3,7",72,,
2022-01-03 22:10:00,"7,1","6,76",186,"1,5","4,8",73,,
2022-01-03 22:20:00,7,"6,72",181,"1,3","4,3",72,,
2022-01-03 22:30:00,"6,9","6,33",203,"1,7",4,73,,
2022-01-03 22:40:00,"6,9","6,52",196,"2,2","4,1",74,,
2022-01-03 22:50:00,"6,9","6,67",202,"2,5","4,3",75,,
2022-01-03 23:00:00,"6,9","6,73",203,"2,9","4,8",75,,
2022-01-03 23:10:00,"6,8","6,93",208,"2,8","5,1",74,,
2022-01-03 23:20:00,"6,8","6,89",205,"2,6",5,74,,
2022-01-03 23:30:00,7,"6,9",196,"2,9","4,4",73,,
2022-01-03 23:40:00,7,"6,82",195,3,"4,5",73,,
2022-01-03 23:50:00,7,"6,74",205,"2,8","5,8",74,,
2022-01-04 00:00:00,7,"6,85",209,"3,9","6,6",76,,
2022-01-04 00:10:00,"6,9","6,93",205,"3,7","7,1",78,,
2022-01-04 00:20:00,"6,8","6,77",210,"3,8","8,2",79,,
2022-01-04 00:30:00,"6,8","6,63",213,"3,7",7,80,,
2022-01-04 00:40:00,"6,9","6,67",216,"4,3","6,3",80,,
2022-01-04 00:50:00,"7,1","6,8",216,"4,7",7,79,,
2022-01-04 01:00:00,"7,1","6,82",212,"4,2","5,8",79,,
2022-01-04 01:10:00,7,"6,74",215,"4,5","5,5",80,,
2022-01-04 01:20:00,"6,9","6,71",218,"5,1","6,2",82,,
2022-01-04 01:30:00,"6,7","6,45",221,"5,5",6,83,,
2022-01-04 01:40:00,"6,5","6,32",222,"5,1","4,8",85,,
2022-01-04 01:50:00,"6,4","6,06",224,"5,1","5,3",87,,
2022-01-04 02:00:00,"6,3","6,11",223,"4,8","6,2",88,,
2022-01-04 02:10:00,"6,2","6,04",224,"5,1","5,1",89,,
2022-01-04 02:20:00,"6,1","5,94",216,"4,4",5,90,,
2022-01-04 02:30:00,"5,9","5,8",213,4,"4,8",91,,
2022-01-04 02:40:00,"5,8","5,7",208,"3,2","4,6",92,,
2022-01-04 02:50:00,"5,7","5,53",205,"2,3","5,1",92,,
2022-01-04 03:00:00,"5,6","5,46",201,"2,2","4,5",93,,
2022-01-04 03:10:00,"5,6","5,38",203,"2,1","3,3",94,,
2022-01-04 03:20:00,"5,5","5,32",187,"2,2",3,94,,
2022-01-04 03:30:00,"5,5","5,37",171,"1,6","2,9",94,,
2022-01-04 03:40:00,"5,5","5,37",179,"0,9","3,2",94,,
2022-01-04 03:50:00,"5,4","5,36",192,"1,7","3,7",95,,
2022-01-04 04:00:00,"5,4","5,43",170,"2,4","3,8",95,,
2022-01-04 04:10:00,"5,3","5,28",165,"2,4",4,95,,
2022-01-04 04:20:00,"5,3","5,33",186,"2,2","4,4",95,,
2022-01-04 04:30:00,"5,3","5,36",180,2,"2,7",96,,
2022-01-04 04:40:00,"5,3","5,33",182,"1,7","2,7",96,,
2022-01-04 04:50:00,"5,3","5,4",194,"1,6","3,4",96,,
2022-01-04 05:00:00,"5,3","5,52",208,"1,2","2,7",96,,
2022-01-04 05:10:00,"5,2","5,5",0,0,"2,4",96,,
2022-01-04 05:20:00,"5,2","5,31",0,0,2,96,,
2022-01-04 05:30:00,"5,2","5,14",0,0,0,96,,
2022-01-04 05:40:00,"5,2","4,85",0,0,"0,6",96,,
2022-01-04 05:50:00,"5,2","4,61",0,0,0,96,,
2022-01-04 06:00:00,"5,2","4,23",254,"0,7",0,96,,
2022-01-04 06:10:00,"5,1","3,82",265,"0,5",0,96,,
2022-01-04 06:20:00,5,"3,37",250,"0,9",0,96,,
2022-01-04 06:30:00,5,"3,56",0,0,"1,2",96,,
2022-01-04 06:40:00,5,"4,09",0,0,"2,8",96,,
2022-01-04 06:50:00,"5,1","4,93",0,0,"3,1",96,,
2022-01-04 07:00:00,5,"5,4",0,0,"3,9",96,,
2022-01-04 07:10:00,"5,1","5,43",0,0,"3,6",96,,
2022-01-04 07:20:00,"5,1","5,68",0,0,"3,1",96,,
2022-01-04 07:30:00,"5,1","6,04",0,0,"2,5",96,,
2022-01-04 07:40:00,"5,2","6,11",0,0,"3,7",96,,
2022-01-04 07:50:00,"5,3","6,18",0,0,"2,8",96,,
2022-01-04 08:00:00,"5,5","6,34",0,0,"2,8",97,,
2022-01-04 08:10:00,"5,5","6,44",0,0,"3,5",96,,
2022-01-04 08:20:00,"5,6","6,56",0,0,3,96,,
2022-01-04 08:30:00,"5,8","6,73",0,0,"1,7",96,,
2022-01-04 08:40:00,"5,9","6,87",0,0,"2,4",96,,
2022-01-04 08:50:00,6,"6,97",0,0,"2,4",96,,
2022-01-04 09:00:00,"6,2","7,08",0,0,"1,8",96,,
2022-01-04 09:10:00,"6,3","7,25",0,0,"0,1",96,,
2022-01-04 09:20:00,"6,5","7,27",0,0,"1,1",95,,
2022-01-04 09:30:00,"6,7","7,25",0,0,1,95,,
2022-01-04 09:40:00,"6,7","7,28",0,0,"0,7",94,,
2022-01-04 09:50:00,"6,9","7,35",0,0,"0,5",93,,
2022-01-04 10:00:00,7,"7,44",0,0,"0,7",92,,
2022-01-04 10:10:00,"7,1","7,53",0,0,"1,1",92,,
2022-01-04 10:20:00,"7,3","7,65",231,"0,7","0,9",91,,
2022-01-04 10:30:00,"7,4","7,91",227,"0,6","0,8",90,,
2022-01-04 10:40:00,"7,6","8,14",193,"0,6","0,7",88,,
2022-01-04 10:50:00,8,"8,19",160,"1,2","0,7",85,,
2022-01-04 11:00:00,"8,1","8,16",174,"1,1","1,2",85,,
2022-01-04 11:10:00,"8,2","8,09",173,"1,4",0,85,,
2022-01-04 11:20:00,"8,2","8,1",179,"1,3","1,2",86,,
2022-01-04 11:30:00,"8,2","8,23",183,"1,6","1,3",87,,
2022-01-04 11:40:00,"8,3","8,21",203,"1,2","1,7",89,,
2022-01-04 11:50:00,"8,4","8,42",204,"1,4","1,2",89,,
2022-01-04 12:00:00,"8,8","8,54",211,"2,4",2,89,,
2022-01-04 12:10:00,"9,3","8,81",203,"4,3","2,2",82,,
2022-01-04 12:20:00,"9,3","8,83",206,"4,2","2,7",82,,
2022-01-04 12:30:00,"9,3","8,64",206,"4,4","5,2",82,,
2022-01-04 12:40:00,"9,3","8,74",205,"3,8","2,6",83,,
2022-01-04 12:50:00,"9,2","8,81",206,4,"4,5",83,,
2022-01-04 13:00:00,"9,3","8,89",210,"3,6","3,9",82,,
2022-01-04 13:10:00,"9,5","9,17",212,"2,6","3,9",82,,
2022-01-04 13:20:00,"9,5","9,5",212,"2,9","3,7",81,,
2022-01-04 13:30:00,"9,6","9,31",209,"3,7",4,79,,
2022-01-04 13:40:00,"9,7","9,13",205,"3,5","5,5",78,,
2022-01-04 13:50:00,"9,8","9,17",206,3,"5,4",77,,
2022-01-04 14:00:00,"9,9","9,23",207,"3,2","5,1",76,,
2022-01-04 14:10:00,"9,9",9,203,"3,8","3,9",75,,
2022-01-04 14:20:00,10,"8,83",205,"4,3",3,73,,
2022-01-04 14:30:00,10,"8,67",213,"4,3",,73,,
2022-01-04 14:40:00,10,"8,65",210,"4,3","3,3",72,,
2022-01-04 14:50:00,10,"8,28",210,"4,6","2,3",72,,
2022-01-04 15:00:00,"9,9","7,95",215,"4,6","1,9",72,,
2022-01-04 15:10:00,"9,8","7,89",208,"3,6","1,9",72,,
2022-01-04 15:20:00,"9,7","7,61",206,"2,8",0,72,,
2022-01-04 15:30:00,"9,6","6,92",203,3,"1,9",73,,
2022-01-04 15:40:00,"9,9","6,12",197,"3,4","1,7",72,,
2022-01-04 15:50:00,"9,8","6,27",203,3,"1,7",72,,
2022-01-04 16:00:00,"10,1","6,24",208,"3,2","1,9",70,,
2022-01-04 16:10:00,"10,1","5,91",214,"4,1","1,6",71,,
2022-01-04 16:20:00,10,"6,21",218,"4,2","3,6",71,,
2022-01-04 16:30:00,"9,9","6,39",219,"4,1","2,4",72,,
2022-01-04 16:40:00,"10,1","6,53",209,"4,8","3,1",72,,
2022-01-04 16:50:00,"10,1","6,93",213,"4,7",4,72,,
2022-01-04 17:00:00,"10,2",8,208,"4,8","6,2",73,,
2022-01-04 17:10:00,"10,2","8,56",207,"4,9","3,4",73,,
2022-01-04 17:20:00,"10,2","8,84",209,"5,1","5,9",74,,
2022-01-04 17:30:00,"10,2","9,03",209,"5,6",6,75,,
2022-01-04 17:40:00,"10,3","9,38",209,5,"6,1",75,,
2022-01-04 17:50:00,"10,5","9,37",207,"5,4","5,1",74,,
2022-01-04 18:00:00,"10,5","9,34",209,"5,8","4,6",75,,
2022-01-04 18:10:00,"10,4","9,51",207,"5,2",5,75,,
2022-01-04 18:20:00,"10,2","9,55",204,"4,2","5,1",76,,
2022-01-04 18:30:00,"10,1","9,62",200,"3,4","5,3",76,,
2022-01-04 18:40:00,"10,1","9,71",200,"3,2","5,8",76,,
2022-01-04 18:50:00,"10,1","9,85",197,"3,1","4,7",77,,
2022-01-04 19:00:00,"10,1","9,71",199,"3,5","5,4",77,,
2022-01-04 19:10:00,"10,2","9,53",204,"3,8","7,3",76,,
2022-01-04 19:20:00,"10,5","9,65",208,"5,5","6,4",75,,
2022-01-04 19:30:00,"10,7","9,81",213,"6,2","6,3",75,,
2022-01-04 19:40:00,"10,9","10,05",214,7,"7,4",74,,
2022-01-04 19:50:00,"10,9","10,24",209,"6,5","2,8",74,,
2022-01-04 20:00:00,"10,8","10,26",209,"5,5","7,8",75,,
2022-01-04 20:10:00,"10,9","10,19",206,"5,5","8,9",74,,
2022-01-04 20:20:00,"10,8","10,16",209,"5,8","6,8",74,,
2022-01-04 20:30:00,"10,7","9,93",209,"5,1",7,75,,
2022-01-04 20:40:00,"10,6","9,95",205,"4,4","6,3",75,,
2022-01-04 20:50:00,"10,7","10,33",200,"4,2","6,4",75,,
2022-01-04 21:00:00,"10,8","10,54",195,4,,75,,
2022-01-04 21:10:00,"10,8","10,49",201,"4,9","6,4",74,,
2022-01-04 21:20:00,"10,7","10,66",215,"4,8","7,3",75,,
2022-01-04 21:30:00,"11,3","10,71",219,"7,3",8,73,,
2022-01-04 21:40:00,"11,5","10,79",222,"7,7","6,9",73,,
2022-01-04 21:50:00,"10,9","10,71",223,"7,4","7,3",79,,
2022-01-04 22:00:00,"10,9","10,27",225,"7,1","7,3",80,,
2022-01-04 22:10:00,"10,9","10,15",225,"6,7","6,9",80,,
2022-01-04 22:20:00,11,"10,26",239,"9,1",7,79,,
2022-01-04 22:30:00,"10,1","10,3",264,11,6,82,,
2022-01-04 22:40:00,"9,3","10,01",270,"9,1","10,7",85,,
2022-01-04 22:50:00,"8,7","9,03",261,"6,8","9,2",87,,
2022-01-04 23:00:00,"8,4","8,37",264,"7,8","6,6",89,,
2022-01-04 23:10:00,"8,3","8,2",259,"6,8","4,1",90,,
2022-01-04 23:20:00,8,"7,92",256,"6,6","4,2",90,,
2022-01-04 23:30:00,"7,9","7,86",252,"6,6",5,90,,
2022-01-04 23:40:00,"7,9","7,65",256,"6,5","5,3",91,,
2022-01-04 23:50:00,"7,8","7,58",252,"6,3","3,9",91,,
2022-01-05 00:00:00,"7,6","7,55",245,"5,8","3,4",91,,
2022-01-05 00:10:00,"7,5","7,51",247,"5,3","4,6",92,,
2022-01-05 00:20:00,"7,4","7,38",254,"6,2","4,5",90,,
2022-01-05 00:30:00,"7,1","7,28",264,"6,7",2,90,,
2022-01-05 00:40:00,"6,8","7,01",264,5,"4,6",91,,
2022-01-05 00:50:00,"6,7","6,86",261,"3,9","4,2",92,,
2022-01-05 01:00:00,"6,6","6,69",258,"4,5","2,6",91,,
2022-01-05 01:10:00,"6,5","6,53",262,"5,3","3,9",89,,
2022-01-05 01:20:00,"6,5","6,58",252,4,"3,4",90,,
2022-01-05 01:30:00,"6,4","6,35",237,"3,5","4,1",91,,
2022-01-05 01:40:00,"6,4","6,25",223,"2,5","2,8",92,,
2022-01-05 01:50:00,"6,4","6,23",197,"2,5","1,4",93,,
2022-01-05 02:00:00,"6,3","6,23",205,"3,1","1,6",94,,
2022-01-05 02:10:00,"6,2","6,22",209,"3,7","3,6",94,,
2022-01-05 02:20:00,"6,2","6,23",214,"4,3","4,1",94,,
2022-01-05 02:30:00,"6,1","6,2",225,"4,4",4,94,,
2022-01-05 02:40:00,"6,1","6,21",223,"4,1","3,4",94,,
2022-01-05 02:50:00,6,"6,16",216,"3,9","3,7",94,,
2022-01-05 03:00:00,6,"5,93",218,"3,8","3,3",94,,
2022-01-05 03:10:00,"5,9","5,94",210,"3,5","4,1",94,,
2022-01-05 03:20:00,"5,9","5,91",216,"3,1","2,9",95,,
2022-01-05 03:30:00,"5,8","5,73",205,"2,7",3,95,,
2022-01-05 03:40:00,"5,7","5,76",214,"2,8","2,1",95,,
2022-01-05 03:50:00,"5,7","5,72",210,"2,5","2,2",95,,
2022-01-05 04:00:00,"5,6","5,62",216,"2,7","1,5",95,,
2022-01-05 04:10:00,"5,6","5,54",212,"2,1","1,4",95,,
2022-01-05 04:20:00,"5,5","5,47",214,2,"1,2",95,,
2022-01-05 04:30:00,"5,6","5,46",199,"1,7",1,95,,
2022-01-05 04:40:00,"5,6","5,4",195,"1,4","0,4",95,,
2022-01-05 04:50:00,"5,6","5,31",193,"1,1","0,5",95,,
2022-01-05 05:00:00,"5,5","5,28",199,"0,6","0,5",95,,
2022-01-05 05:10:00,"5,5","5,16",231,"0,8",0,95,,
2022-01-05 05:20:00,"5,4","5,15",0,0,"0,9",95,,
2022-01-05 05:30:00,"5,3","5,3",0,0,"0,7",95,,
2022-01-05 05:40:00,"5,4","5,18",0,0,0,95,,
2022-01-05 05:50:00,"5,4","5,16",0,0,0,95,,
2022-01-05 06:00:00,"5,4","5,22",0,0,0,95,,
2022-01-05 06:10:00,"5,4","5,07",0,0,0,95,,
2022-01-05 06:20:00,"5,3","4,95",175,"0,7",0,96,,
2022-01-05 06:30:00,"5,4","4,9",151,"0,9","0,5",96,,
2022-01-05 06:40:00,"5,4","5,01",0,0,0,96,,
2022-01-05 06:50:00,"5,4",5,0,0,0,96,,
2022-01-05 07:00:00,"5,2","5,01",206,"0,8",0,96,,
2022-01-05 07:10:00,"5,2","5,14",215,"1,3",1,96,,
2022-01-05 07:20:00,"5,3","5,19",161,"1,9","0,7",96,,
2022-01-05 07:30:00,"5,3","5,27",152,"2,8","2,1",96,,
2022-01-05 07:40:00,"5,4","5,24",154,"2,7","2,1",96,,
2022-01-05 07:50:00,"5,4","5,22",179,"2,2","2,5",96,,
2022-01-05 08:00:00,"5,3","5,37",191,"1,6","2,9",95,,
2022-01-05 08:10:00,"5,3","5,28",178,"1,6","2,5",95,,
2022-01-05 08:20:00,"5,2","5,18",183,"1,4","2,4",95,,
2022-01-05 08:30:00,"5,2","5,29",209,"1,9",3,95,,
2022-01-05 08:40:00,"5,2","5,26",201,"1,5",0,95,,
2022-01-05 08:50:00,"5,2","5,16",210,"1,3","2,8",95,,
2022-01-05 09:00:00,"5,1","5,17",210,"0,9",2,95,,
2022-01-05 09:10:00,"5,1","5,26",220,"1,5","2,1",95,,
2022-01-05 09:20:00,"5,1","5,35",231,"1,8","2,2",95,,
2022-01-05 09:30:00,5,"5,39",228,"1,7","2,9",95,,
2022-01-05 09:40:00,5,"5,34",208,"1,7","2,3",95,,
2022-01-05 09:50:00,5,"5,3",211,"2,2","2,7",95,,
2022-01-05 10:00:00,5,"5,27",211,"2,7","2,6",95,,
2022-01-05 10:10:00,5,"5,17",194,"2,5","2,7",95,,
2022-01-05 10:20:00,"5,1","5,06",194,"2,7","3,2",94,,
2022-01-05 10:30:00,"5,2","5,14",212,"4,5","3,6",93,,
2022-01-05 10:40:00,"5,3","5,31",220,4,"5,8",92,,
2022-01-05 10:50:00,"5,4","5,39",220,4,"4,7",92,,
2022-01-05 11:00:00,"5,4","5,74",220,"3,6","3,4",91,,
2022-01-05 11:10:00,"5,5","5,83",216,"3,7","1,3",91,,
2022-01-05 11:20:00,"5,5","5,83",214,"3,6","4,1",90,,
2022-01-05 11:30:00,"5,6","5,74",219,"3,9","4,8",90,,
2022-01-05 11:40:00,"5,6","5,71",231,"4,2","4,3",89,,
2022-01-05 11:50:00,"5,7","5,91",226,"4,8","3,6",89,,
2022-01-05 12:00:00,"5,7","6,1",226,"4,6","2,8",89,,
2022-01-05 12:10:00,"5,7",6,221,"4,8","4,3",88,,
2022-01-05 12:20:00,"5,7","5,64",220,"4,3","4,2",88,,
2022-01-05 12:30:00,"5,8","5,71",224,"4,3","2,3",89,,
2022-01-05 12:40:00,"5,9","5,81",224,"4,3","4,1",89,,
2022-01-05 12:50:00,6,"5,94",225,"5,4","5,1",87,,
2022-01-05 13:00:00,"6,1","5,88",232,6,"5,7",87,,
2022-01-05 13:10:00,"6,1","5,78",235,6,"5,2",87,,
2022-01-05 13:20:00,"6,2","5,93",232,"6,4",5,87,,
2022-01-05 13:30:00,"6,1","5,86",231,"6,3","4,2",86,,
2022-01-05 13:40:00,"6,1","5,75",230,"5,4","3,7",87,,
2022-01-05 13:50:00,"6,1","5,79",224,"5,3","5,9",86,,
2022-01-05 14:00:00,"6,1","5,65",229,"5,5","7,5",86,,
2022-01-05 14:10:00,6,"5,68",228,"5,1","5,9",86,,
2022-01-05 14:20:00,"6,1","5,58",231,"5,5","4,8",85,,
2022-01-05 14:30:00,"5,9","5,37",232,"5,6","5,9",86,,
2022-01-05 14:40:00,"5,8","5,28",227,"5,4","4,9",86,,
2022-01-05 14:50:00,"5,7","5,26",225,5,"4,7",86,,
2022-01-05 15:00:00,"5,8","5,29",230,"4,9","4,9",86,,
2022-01-05 15:10:00,"5,8","5,28",227,"5,1","3,7",86,,
2022-01-05 15:20:00,"5,7","5,13",226,"4,8","4,9",86,,
2022-01-05 15:30:00,"5,7","5,11",222,5,"4,5",86,,
2022-01-05 15:40:00,"5,8","5,18",226,"5,1","3,9",85,,
2022-01-05 15:50:00,"5,9","5,22",230,"5,4","4,6",86,,
2022-01-05 16:00:00,"5,8","5,22",238,"6,4","5,7",86,,
2022-01-05 16:10:00,"5,8","5,31",236,"6,5","4,3",87,,
2022-01-05 16:20:00,"5,8","5,15",240,"6,3","4,7",87,,
2022-01-05 16:30:00,"5,8","5,28",240,"6,6",5,86,,
2022-01-05 16:40:00,"5,8","5,31",243,"7,7","4,4",87,,
2022-01-05 16:50:00,"5,1","5,33",272,"8,8","6,4",86,,
2022-01-05 17:00:00,"4,6","5,24",269,"7,2","8,5",86,,
2022-01-05 17:10:00,"4,3","4,86",275,"7,2","6,3",88,,
2022-01-05 17:20:00,"3,8","4,09",295,"5,8","7,3",88,,
2022-01-05 17:30:00,"3,6","3,68",273,"6,7","2,8",85,,
2022-01-05 17:40:00,"3,3","3,62",271,"7,7","5,6",85,,
2022-01-05 17:50:00,"3,1","3,33",272,"6,8","6,4",87,,
2022-01-05 18:00:00,"2,8","3,06",265,"6,9","5,4",87,,
2022-01-05 18:10:00,"2,7","2,97",260,"6,4","5,7",89,,
2022-01-05 18:20:00,"2,6","2,86",241,"5,9","4,9",89,,
2022-01-05 18:30:00,"2,5","2,84",244,6,"5,1",88,,
2022-01-05 18:40:00,"2,5","2,58",252,"5,5","4,5",88,,
2022-01-05 18:50:00,"2,4","2,58",239,"5,3","4,9",87,,
2022-01-05 19:00:00,"2,4","2,38",234,"4,7","3,6",88,,
2022-01-05 19:10:00,"2,4","2,31",234,"4,7","3,7",87,,
2022-01-05 19:20:00,"2,4","2,36",230,"5,1","5,3",86,,
2022-01-05 19:30:00,"2,4","2,43",215,"4,6","5,3",86,,
2022-01-05 19:40:00,"2,4","2,38",218,5,"4,8",87,,
2022-01-05 19:50:00,"2,2","2,22",227,"4,9",6,88,,
2022-01-05 20:00:00,"2,2","2,04",225,"4,9","5,5",88,,
2022-01-05 20:10:00,"2,2","1,86",224,"4,5","4,4",88,,
2022-01-05 20:20:00,"2,1","1,72",223,"4,4","3,6",89,,
2022-01-05 20:30:00,"1,9","1,8",224,"4,6","4,4",89,,
2022-01-05 20:40:00,"1,8","1,52",223,"4,1","4,3",90,,
2022-01-05 20:50:00,"1,5","1,19",228,"4,2","3,9",90,,
2022-01-05 21:00:00,"1,3","1,01",230,"4,5","4,2",91,,
2022-01-05 21:10:00,"1,3","1,09",229,"4,9","4,4",91,,
2022-01-05 21:20:00,"1,2","1,2",242,"5,2","5,3",92,,
2022-01-05 21:30:00,"1,3","1,27",240,"5,8","5,9",90,,
2022-01-05 21:40:00,"1,5","1,22",241,"6,9","5,9",87,,
2022-01-05 21:50:00,"1,6","1,14",239,"7,1","5,8",84,,
2022-01-05 22:00:00,"1,7","1,02",238,"7,4","6,2",83,,
2022-01-05 22:10:00,"1,7","0,91",240,"7,7","2,4",82,,
2022-01-05 22:20:00,"1,9","0,91",239,"8,6","5,8",80,,
2022-01-05 22:30:00,"1,9","0,94",238,"8,4","6,6",79,,
2022-01-05 22:40:00,"1,8","1,08",238,"8,2","7,9",79,,
2022-01-05 22:50:00,"1,8","1,21",232,"8,2","8,1",78,,
2022-01-05 23:00:00,"1,8","1,04",228,"6,9",7,78,,
2022-01-05 23:10:00,"1,7","0,97",225,"6,7","6,7",78,,
2022-01-05 23:20:00,"1,7","0,99",219,"5,7","6,5",78,,
2022-01-05 23:30:00,"1,5","1,1",220,"5,5","8,5",79,,
2022-01-05 23:40:00,"1,5","1,24",220,"5,1","6,2",79,,
2022-01-05 23:50:00,"1,6","1,25",221,"5,4","6,4",79,,
2022-01-06 00:00:00,"1,8","1,3",217,"5,5","7,3",77,,
2022-01-06 00:10:00,"1,9","1,51",214,"5,4","6,9",76,,
2022-01-06 00:20:00,2,"1,68",217,6,"6,3",75,,
2022-01-06 00:30:00,"2,1","1,72",218,6,"7,4",75,,
2022-01-06 00:40:00,"2,2","1,85",220,"5,9","6,8",75,,
2022-01-06 00:50:00,"2,2","1,75",220,"5,6","6,4",75,,
2022-01-06 01:00:00,"2,3",2,216,"6,2","6,2",74,,
2022-01-06 01:10:00,"2,4","2,03",216,"6,2","6,8",73,,
2022-01-06 01:20:00,"2,4","1,99",216,6,"6,7",74,,
2022-01-06 01:30:00,"2,4","2,05",215,"5,6","7,7",74,,
2022-01-06 01:40:00,"2,3","1,97",214,"5,4","7,9",74,,
2022-01-06 01:50:00,"2,4","1,83",217,"5,6","5,6",74,,
2022-01-06 02:00:00,"2,3","1,7",217,"5,7",7,74,,
2022-01-06 02:10:00,"2,2","1,68",215,"5,2","7,2",75,,
2022-01-06 02:20:00,2,"1,53",219,"5,1","5,3",76,,
2022-01-06 02:30:00,2,"1,48",223,"5,3","7,1",77,,
2022-01-06 02:40:00,"2,1","1,64",224,"5,6","5,8",77,,
2022-01-06 02:50:00,"2,3","2,05",227,"6,5","6,3",76,,
2022-01-06 03:00:00,"2,3","2,13",232,6,"4,8",76,,
2022-01-06 03:10:00,"2,3","2,02",230,"6,3","5,1",76,,
2022-01-06 03:20:00,"2,4","2,18",229,"6,2","6,7",76,,
2022-01-06 03:30:00,"2,5","2,14",222,6,"5,4",76,,
2022-01-06 03:40:00,"2,5","2,07",219,"5,7",6,75,,
2022-01-06 03:50:00,"2,7","2,32",214,"5,6","7,4",73,,
2022-01-06 04:00:00,"2,6","2,43",219,"5,8","6,4",74,,
2022-01-06 04:10:00,"2,7","2,37",224,"6,2","6,1",75,,
2022-01-06 04:20:00,"2,7","2,36",226,"7,2","5,1",75,,
2022-01-06 04:30:00,"2,7","2,39",229,"7,4","4,8",75,,
2022-01-06 04:40:00,"2,8","2,52",225,7,7,75,,
2022-01-06 04:50:00,"2,8","2,68",225,"7,2","7,1",75,,
2022-01-06 05:00:00,"2,8","2,71",224,"7,2","7,2",75,,
2022-01-06 05:10:00,"2,7","2,65",225,"7,2","3,3",76,,
2022-01-06 05:20:00,"2,7","2,6",226,"7,2","7,4",76,,
2022-01-06 05:30:00,"2,7","2,61",225,"7,3","7,3",76,,
2022-01-06 05:40:00,"2,7","2,67",224,"6,9","7,9",76,,
2022-01-06 05:50:00,"2,6","2,56",224,"5,9","6,6",77,,
2022-01-06 06:00:00,"2,7","2,52",222,"6,1","6,4",76,,
2022-01-06 06:10:00,"2,7","2,49",221,"5,7","6,9",76,,
2022-01-06 06:20:00,"2,6","2,53",222,"5,6","6,4",77,,
2022-01-06 06:30:00,"2,6","2,64",225,"5,1","6,4",78,,
2022-01-06 06:40:00,"2,5","2,57",223,5,"5,6",79,,
2022-01-06 06:50:00,"2,5","2,11",226,"5,7",6,79,,
2022-01-06 07:00:00,"2,6","2,22",225,"6,3","6,6",80,,
2022-01-06 07:10:00,"2,5","2,32",228,"5,8","4,8",81,,
2022-01-06 07:20:00,"2,6","2,51",233,"5,8","4,8",80,,
2022-01-06 07:30:00,"2,5","2,54",236,7,"5,3",82,,
2022-01-06 07:40:00,"2,4","2,49",236,"6,9","6,4",83,,
2022-01-06 07:50:00,"2,5","2,39",231,7,"6,4",83,,
2022-01-06 08:00:00,"2,6","2,45",228,"7,3","6,9",83,,
2022-01-06 08:10:00,"2,6","2,57",234,"7,1","7,7",85,,
2022-01-06 08:20:00,"2,3","2,85",235,"7,5","5,5",87,,
2022-01-06 08:30:00,"2,2","2,61",227,7,"7,4",89,,
